CustomerID,Title,GivenName,MiddleInitial,Surname,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType
3244,Mr.,Joseph,S,Davey,Visa,News photographer,male,42,Urban,Yes,36784,Bundle,Yes,Level2,1,2,Yes,Standard
3247,Mr.,Christian,F,Munro,Visa,Environmental meteorologist,male,26,Rural,Yes,31693,Bundle,No,,,,Yes,Premium
3248,Mr.,Morgan,B,Moran,,,male,21,Urban,Yes,24304,Bundle,Yes,Level1,0,0,Yes,Premium
3251,Mr.,Reagan,M,Shaw,AMEX,Engineering technician,male,52,Urban,Yes,20820,Single,No,,,,Yes,Standard
3272,Ms.,Victoria,A,Page,Visa,Psychiatric nurse,female,49,Urban,Yes,33685,Single,No,,,,Yes,Standard
3273,Ms.,Milly,M,Millar,,Control and valve repairer,female,18,Urban,Yes,26689,Bundle,Yes,Level1,0,0,No,
3277,Mr.,Jack,L,Duncan,AMEX,Publicity writer,male,50,Urban,Yes,11064,Single,Yes,Level2,1,2,No,
3280,Mr.,Evan,M,Andrews,,Creative writer,male,44,Urban,Yes,33737,Single,Yes,Level2,1,2,No,
3282,Ms.,Daisy,E,Carter,AMEX,Animal control worker,female,18,Rural,No,,,No,,,,No,
3286,Ms.,Freya,C,Hewitt,,,female,21,Rural,Yes,27894,Bundle,Yes,Level2,0,0,No,
3299,Mr.,Gabriel,H,Charlton,Visa,Water conservationist,male,50,Urban,Yes,11346,Single,Yes,Level2,2,2,No,
3301,Dr.,Luca,R,Barber,Visa,Medical records and health information technician,male,50,Urban,Yes,28230,Single,Yes,Level1,1,3,No,
3304,Mr.,Malachy,A,McIntosh,Visa,Press operator,male,22,Urban,Yes,27913,Bundle,Yes,Level1,1,0,No,
3305,Mrs.,Ava,B,Chambers,AMEX,Record center clerk,female,40,Urban,Yes,30797,Single,No,,,,Yes,Backpacker
3311,Mr.,Paul,M,Maclean,,Private accountant,male,47,Rural,Yes,14507,Single,Yes,Level2,1,3,Yes,Business
3314,Mr.,Alan,A,Stewart,,Medicinal chemist,male,50,Urban,Yes,17878,Single,Yes,Level2,0,2,No,
3320,Mr.,Ian,L,Anderson,AMEX,Activity specialist,male,21,Urban,Yes,25449,Bundle,Yes,Level1,0,0,No,
3336,Mrs.,Anna,J,Davis,Visa,Employment assistant,female,43,Urban,No,,,Yes,Level2,1,3,No,
3340,Mrs.,Demi-lee,C,Fleming,AMEX,Principal,female,48,Urban,Yes,32560,Single,Yes,Level2,1,2,No,
3346,Mr.,Bailey,B,Docherty,,,male,67,Urban,Yes,32602,Single,Yes,Level2,1,0,Yes,Senior
3351,Mr.,Lleyton,B,Sutherland,Visa,,male,44,Urban,Yes,34328,Single,Yes,Level1,2,2,Yes,Business
3355,Mr.,William,E,Waters,Visa,Exterminator,male,47,Rural,Yes,20418,Single,Yes,Level2,1,2,No,
3364,Ms.,Cassidy,B,Thomson,,Criminal investigator,female,48,Rural,Yes,15896,Single,Yes,Level1,1,2,No,
3372,Ms.,Lilly,Z,Morrison,Visa,,female,49,Urban,Yes,38677,Single,Yes,Level3,0,2,Yes,Premium
3376,Mr.,Duncan,M,Thomson,,,male,50,Rural,No,,,No,,,,No,
3379,Mrs.,Karolina,J,Duncan,Visa,,female,18,Urban,No,,,No,,,,Yes,Backpacker
3381,Mrs.,Madeleine,F,Houghton,Visa,Gaming machine repairer,female,54,Rural,Yes,16297,Single,Yes,Level3,1,3,No,
3391,Ms.,Louise,M,Johnston,Visa,,female,52,Urban,Yes,33169,Single,Yes,Level2,1,3,Yes,Business
3393,Mr.,Xander,N,Ross,,,male,44,Rural,No,,,Yes,Level3,0,2,No,
3399,Mr.,Damien,J,McGregor,AMEX,Fish trimmer,male,45,Urban,Yes,27918,Single,No,,,,Yes,Standard
3401,Mr.,Luca,I,Francis,Visa,,male,20,Urban,Yes,30019,Bundle,Yes,Level2,0,0,Yes,Business
3405,Mr.,Owen,S,Baker,Visa,Bill and account collector,male,47,Urban,Yes,15035,Single,Yes,Level2,1,2,No,
3406,Mr.,Jacob,N,Hancock,Visa,Orthotist,male,69,Rural,Yes,22983,Single,Yes,Level1,2,0,Yes,Standard
3408,Mrs.,Isabelle,J,Carter,,,female,49,Rural,Yes,13244,Single,Yes,Level1,0,3,Yes,Business
3409,Mr.,Maximilian,R,Bell,AMEX,Broadcast and sound engineering technician,male,46,Urban,Yes,30701,Single,Yes,Level3,1,3,No,
3410,Mrs.,Chanel,H,Hughes,AMEX,Biostatistician,female,46,Urban,Yes,32131,Single,Yes,Level3,2,3,No,
3414,Mr.,Matthew,A,Garner,Visa,,male,46,Rural,Yes,19440,Single,Yes,Level2,1,3,No,
3421,Ms.,Karis,P,Duncan,AMEX,Computer typesetter,female,20,Urban,Yes,4961,Bundle,No,,,,Yes,Premium
3426,Mrs.,Lia,E,Wilson,AMEX,,female,47,Rural,Yes,15356,Single,Yes,Level1,1,2,Yes,Business
3429,Ms.,Natasha,A,Ryan,Visa,Public health dietitian,female,48,Urban,No,,,Yes,Level2,2,3,No,
3441,Mr.,Adam,B,Hobbs,Visa,Marine,male,51,Rural,Yes,29957,Single,Yes,Level2,0,3,Yes,Business
3451,Ms.,Poppy,S,Harris,AMEX,,female,53,Rural,Yes,8439,Single,Yes,Level2,2,3,Yes,Business
3452,Ms.,Eloise,L,Wood,Visa,Aircraft and avionics service technician,female,52,Urban,Yes,32467,Single,Yes,Level2,2,2,Yes,Business
3459,Mrs.,Skye,L,James,AMEX,,female,50,Rural,Yes,19308,Single,Yes,Level2,1,2,Yes,Standard
3461,Mrs.,Charlotte,J,Cunningham,AMEX,,female,21,Urban,Yes,26574,Bundle,Yes,Level3,0,0,Yes,Standard
3466,Mrs.,Mackenzie,F,Crawford,Visa,Landscape contractor,female,21,Urban,No,,,Yes,Level1,0,0,Yes,Business
3473,Mr.,Arthur,E,Henderson,AMEX,,male,48,Rural,Yes,17331,Single,No,,,,No,
3474,Mr.,Andrew,C,Miller,AMEX,,male,54,Rural,Yes,19719,Single,Yes,Level2,1,3,Yes,Standard
3475,Mr.,Morgan,M,Randall,Visa,Interviewer,male,47,Urban,Yes,35923,Single,Yes,Level1,1,2,Yes,Business
3479,Mrs.,Sophie,M,Anderson,AMEX,Purchasing clerk,female,20,Urban,Yes,5424,Bundle,No,,,,Yes,Backpacker
3489,Mr.,Xavier,A,Walker,,Epidemiologist,male,20,Urban,Yes,26646,Bundle,Yes,Level1,0,0,Yes,Premium
3499,Mr.,Aydin,N,Milne,AMEX,Rigging chaser,male,41,Urban,Yes,21027,Single,Yes,Level2,0,2,No,
3502,Mr.,David,N,Cunningham,Visa,Brake repairer,male,21,Rural,Yes,18234,Bundle,No,,,,Yes,Business
3510,Mr.,Roman,M,Brown,AMEX,Log debarker,male,21,Urban,No,,,No,,,,No,
3513,Mr.,Haiden,T,Crawford,AMEX,Upholsterer,male,22,Urban,Yes,25267,Bundle,No,,,,Yes,Premium
3516,Mr.,Xander,E,Shaw,Visa,Teacher aide,male,50,Urban,No,,,Yes,Level3,1,2,Yes,Standard
3517,Mrs.,Eloise,B,Hargreaves,,,female,54,Rural,No,,,Yes,Level1,1,3,No,
3520,Mrs.,Callie,C,Henderson,Visa,Endodontist,female,19,Urban,Yes,33261,Bundle,Yes,Level3,0,0,Yes,Backpacker
3528,Mr.,Brian,H,Morrison,AMEX,Rock splitter,male,53,Rural,Yes,17567,Single,No,,,,Yes,Business
3531,Mr.,Daniel,N,Porter,Visa,Ornamental ironworker,male,52,Rural,Yes,12785,Single,Yes,Level2,2,3,No,
3541,Mr.,Leon,C,O'Sullivan,AMEX,,male,18,Urban,No,,,No,,,,Yes,Backpacker
3546,Mr.,Lukas,S,Docherty,Visa,,male,69,Urban,Yes,27282,Bundle,Yes,Level3,1,0,Yes,Senior
3547,Ms.,Yvie,D,Marshall,Visa,,female,22,Urban,Yes,4960,Bundle,No,,,,Yes,Backpacker
3548,Mrs.,Camryn,A,Hill,Visa,Tour bus driver,female,46,Urban,Yes,34544,Single,Yes,Level3,0,2,Yes,Standard
3551,Ms.,Ella,I,Young,Visa,Knitting machine operator,female,43,Urban,Yes,32810,Single,Yes,Level2,1,2,Yes,Standard
3553,Mr.,Peter,M,Booth,,Machine offbearer,male,66,Rural,Yes,21522,Single,Yes,Level2,0,0,Yes,Senior
3562,Mr.,Bradley,E,Pope,,Professional scout,male,46,Urban,Yes,37196,Single,Yes,Level2,1,2,Yes,Business
3565,Mr.,Haiden,P,Bell,Visa,Executive secretary,male,20,Rural,Yes,21880,Bundle,No,,,,Yes,Backpacker
3571,Mr.,Charles,M,Steele,,Florist,male,24,Urban,No,,,No,,,,Yes,Backpacker
3572,Mr.,Anthony,C,Kay,AMEX,Public works inspector,male,46,Rural,Yes,15938,Single,Yes,Level2,0,2,No,
3574,Mr.,Iain,F,Hill,Visa,Clinical laboratory technician,male,18,Urban,Yes,4806,Single,No,,,,Yes,Standard
3575,Ms.,Lauren,J,Power,AMEX,,female,23,Rural,Yes,28476,Bundle,No,,,,No,
3578,Mrs.,Heather,H,Fleming,AMEX,,female,72,Rural,No,,,Yes,Level2,0,0,No,
3580,Dr.,Patrick,L,Owen,,Realtor,male,46,Urban,Yes,37352,Single,Yes,Level1,1,3,No,
3588,Mr.,Adam,I,Evans,Visa,,male,44,Rural,Yes,18584,Single,Yes,Level2,1,2,No,
3594,Mr.,Brandon,P,Godfrey,AMEX,Heat treating equipment setter,male,46,Urban,Yes,28796,Single,Yes,Level3,1,3,No,
3598,Mr.,Gabriel,A,Green,Visa,Data entry clerk,male,51,Urban,Yes,30276,Single,Yes,Level2,1,2,No,
3599,Mrs.,Hannah,D,Webster,,Loss prevention agent,female,47,Rural,Yes,15333,Bundle,Yes,Level2,0,2,Yes,Standard
3601,Ms.,Sian,B,Mitchell,Visa,Shoe machine tender,female,21,Urban,Yes,5288,Bundle,No,,,,Yes,Backpacker
3602,Ms.,Victoria,K,Whitehead,,,female,22,Urban,Yes,4902,Single,No,,,,Yes,Backpacker
3610,Mr.,Franciszek,S,Hill,,Podiatrist,male,20,Urban,Yes,21102,Bundle,No,,,,Yes,Standard
3619,Ms.,April,T,Reid,Visa,Desktop publisher,female,44,Urban,No,,,Yes,Level3,1,2,Yes,Backpacker
3628,Mr.,Magnus,H,Milne,AMEX,Concierge,male,45,Urban,Yes,17355,Single,Yes,Level1,0,2,No,
3630,Mr.,Charles,H,Robinson,AMEX,Extruding forming pressing and compacting machine setter,male,41,Rural,Yes,12995,Single,No,,,,No,
3631,Mr.,Frank,P,Johnston,Visa,Sawing machine operator,male,47,Urban,Yes,33165,Single,No,,,,Yes,Business
3640,Mrs.,Carmen,A,Campbell,Visa,,female,20,Rural,Yes,18436,Bundle,No,,,,Yes,Backpacker
3651,Mrs.,Emilie,C,Mitchell,AMEX,Welding worker,female,20,Urban,No,,,Yes,Level2,1,0,Yes,Business
3654,Mrs.,Autumn,C,Ross,AMEX,Support clerk,female,50,Urban,Yes,15046,Single,Yes,Level1,1,2,No,
3658,Mr.,John,B,Brennan,AMEX,Administrator,male,49,Urban,Yes,40953,Single,Yes,Level1,0,2,Yes,Business
3663,Mrs.,Sophie,R,Forbes,Visa,,female,48,Urban,Yes,33848,Single,Yes,Level1,1,3,Yes,Backpacker
3666,Mr.,Harrison,K,Byrne,Visa,,male,45,Urban,Yes,34316,Single,Yes,Level1,1,2,No,
3674,Mrs.,Eve,M,Dyer,AMEX,Biostatistician,female,25,Rural,No,,,No,,,,Yes,Backpacker
3676,Mrs.,Safa,D,Crawford,AMEX,Usher,female,44,Urban,Yes,29660,Single,No,,,,No,
3682,Mr.,William,K,Webster,Visa,,male,23,Urban,Yes,5072,Bundle,No,,,,Yes,Backpacker
3684,Mr.,Caden,S,Craig,AMEX,Sampler,male,45,Rural,Yes,36399,Single,Yes,Level2,1,3,Yes,Business
3689,Mrs.,Ellis,O,Murphy,Visa,,female,20,Urban,Yes,4889,Bundle,No,,,,Yes,Backpacker
3701,Ms.,Darcy,H,Hunter,Visa,Weigher,female,66,Rural,Yes,33180,Single,Yes,Level3,0,0,Yes,Senior
3702,Mrs.,Brooke,R,Elliott,AMEX,Simultaneous interpreter,female,20,Urban,Yes,26228,Single,Yes,Level2,0,0,Yes,Business
3705,Ms.,Kira,Z,Anderson,AMEX,Office administrator,female,19,Urban,Yes,5210,Bundle,No,,,,Yes,Standard
3710,Mr.,Gabriel,Y,Perry,Visa,Food science technician,male,54,Rural,Yes,12277,Single,Yes,Level2,0,2,No,
3723,Mr.,Christopher,K,Dawson,,,male,47,Rural,Yes,39513,Single,No,,,,Yes,Standard
3728,Mr.,Jamie,L,Walker,Visa,Registered nurse,male,19,Rural,Yes,22062,Bundle,Yes,Level1,2,0,Yes,Premium
3734,Mr.,Darragh,A,Sinclair,,,male,48,Rural,Yes,35379,Single,Yes,Level2,2,2,No,
3737,Mr.,Riley,M,Johnson,,Extruding and forming machine operator,male,54,Rural,Yes,15102,Single,Yes,Level3,1,3,No,
3751,Mr.,Craig,S,Reilly,AMEX,,male,20,Urban,Yes,23654,Bundle,Yes,Level1,0,0,Yes,Business
3756,Mr.,James,S,Garner,,Blaster,male,22,Rural,Yes,5151,Bundle,Yes,Level1,1,0,Yes,Backpacker
3758,Mr.,Conner,R,Donaldson,AMEX,Electrical power line repairer,male,46,Urban,Yes,39666,Single,No,,,,No,
3759,Mrs.,Alexa,R,Crawford,Visa,Law librarian,female,19,Urban,Yes,5239,Single,No,,,,Yes,Standard
3760,Mr.,Gregor,Z,Hay,Visa,Management scientist,male,52,Rural,Yes,14509,Bundle,No,,,,No,
3768,Mr.,Leo,S,Skinner,AMEX,,male,46,Urban,Yes,30576,Single,Yes,Level2,2,2,Yes,Premium
3769,Mrs.,Lauryn,L,Docherty,AMEX,,female,41,Urban,Yes,34494,Single,Yes,Level2,2,2,Yes,Business
3773,Mr.,Leyton,E,Allan,AMEX,,male,56,Urban,Yes,42036,Single,Yes,Level2,1,2,No,
3780,Mr.,Kian,K,Millar,,,male,20,Rural,Yes,22438,Bundle,Yes,Level1,0,0,Yes,Standard
3783,Mr.,Wiktor,I,Miller,Visa,Fish and game warden,male,48,Urban,Yes,19307,Single,Yes,Level2,0,3,No,
3786,Mrs.,Billie,A,Smith,Visa,Two-stroke engine mechanic,female,47,Urban,Yes,37770,Single,Yes,Level2,2,3,Yes,Business
3787,Ms.,Matilda,M,Johnston,Visa,,female,19,Urban,No,,,No,,,,No,
3791,Mr.,Harley,P,Morrison,AMEX,Documentation specialist,male,46,Rural,Yes,14877,Single,Yes,Level2,1,2,No,
3795,Ms.,Shelby,B,Brown,Visa,,female,49,Urban,Yes,34621,Single,Yes,Level2,2,3,Yes,Standard
3796,Ms.,Oliwia,J,Jamieson,Visa,,female,21,Urban,Yes,25794,Bundle,Yes,Level1,1,0,Yes,Business
3797,Ms.,Teagan,L,Kerr,Visa,Desktop publisher,female,51,Urban,No,,,Yes,Level2,1,2,No,
3799,Mr.,Gordon,P,Hughes,Visa,,male,52,Rural,Yes,13446,Single,Yes,Level2,2,3,No,
3801,Mr.,Mohammed,P,Hill,Visa,,male,50,Rural,Yes,20324,Single,Yes,Level3,1,2,No,
3812,Mr.,Charles,S,White,Visa,Medical social worker,male,18,Urban,No,,,No,,,,No,
3815,Ms.,Abbie,B,Iqbal,Visa,Job printer,female,47,Rural,Yes,12590,Single,Yes,Level2,2,2,No,
3821,Mrs.,Jennifer,F,Moran,,,female,21,Urban,Yes,25406,Bundle,No,,,,Yes,Premium
3826,Mrs.,Abbie,D,French,AMEX,,female,52,Rural,No,,,No,,,,No,
3840,Mr.,Finley,A,Simpson,Visa,Real estate agent,male,46,Urban,Yes,38311,Single,Yes,Level1,1,3,No,
3849,Mr.,Henry,S,Hicks,AMEX,,male,22,Rural,Yes,41750,Bundle,No,,,,Yes,Business
3865,Mr.,Antony,O,Taylor,AMEX,,male,70,Rural,Yes,25993,Single,Yes,Level1,1,0,Yes,Senior
3866,Ms.,Amber,J,Fletcher,Visa,,female,21,Urban,No,,,No,,,,No,
3870,Mrs.,Rachel,C,Macleod,AMEX,Usher,female,49,Rural,Yes,18077,Single,Yes,Level2,1,2,No,
3871,Mr.,Gary,L,Johnston,AMEX,,male,47,Rural,Yes,15441,Single,Yes,Level2,0,3,No,
3873,Ms.,McKenzie,N,Taylor,Visa,U.S. Marshal,female,46,Urban,Yes,14240,Single,No,,,,No,
3875,Mr.,Joe,M,Baxter,,Private household cook,male,50,Urban,Yes,32892,Single,Yes,Level3,1,2,No,
3879,Ms.,Natasha,T,Willis,AMEX,Emergency and disaster response worker,female,49,Urban,Yes,28576,Single,Yes,Level3,0,2,Yes,Premium
3880,Ms.,Elsie,A,Kerr,Visa,,female,22,Rural,Yes,28205,Bundle,Yes,Level1,0,0,Yes,Business
3883,Ms.,Chelsea,C,Andrews,AMEX,HVACR technician,female,49,Rural,Yes,9921,Single,Yes,Level1,0,2,No,
3890,Ms.,Naomi,J,Perry,AMEX,Workforce development specialist,female,50,Rural,Yes,14652,Single,Yes,Level2,2,2,No,
3896,Mr.,Connor,M,Reilly,,,male,20,Urban,Yes,4659,Single,No,,,,Yes,Backpacker
3897,Mr.,Ben,S,Howells,,,male,50,Rural,Yes,16484,Single,Yes,Level1,1,2,Yes,Business
3898,Mrs.,Constance,Z,Douglas,Visa,,female,45,Urban,Yes,27397,Single,Yes,Level1,0,2,No,
3902,Ms.,Melissa,J,Perkins,Visa,Community supervision officer,female,48,Rural,Yes,17840,Single,Yes,Level2,2,2,No,
3904,Mrs.,Isabel,B,Rose,Visa,,female,50,Rural,Yes,16819,Single,Yes,Level2,1,2,No,
3912,Mr.,Thomas,C,Potts,Visa,Tow truck dispatcher,male,21,Rural,Yes,28706,Bundle,No,,,,Yes,Backpacker
3913,Mr.,Sean,M,Potts,AMEX,Staffing coordinator,male,22,Urban,No,,,No,,,,Yes,Backpacker
3927,Mr.,Jacob,K,Reed,,Court reporter,male,44,Urban,Yes,33888,Single,Yes,Level2,1,3,Yes,Backpacker
3934,Mrs.,Aimee,J,Murray,AMEX,Administrative leader,female,51,Urban,No,,,No,,,,No,
3935,Ms.,Rachel,S,Bibi,Visa,,female,45,Urban,Yes,36706,Single,Yes,Level2,1,3,Yes,Standard
3936,Mrs.,Gracie,M,Vaughan,,Prepress worker,female,21,Urban,Yes,31705,Bundle,No,,,,Yes,Business
3945,Mr.,Robert,F,Poole,AMEX,,male,49,Urban,Yes,33990,Single,Yes,Level2,1,2,No,
3949,Mr.,Oscar,A,Fletcher,Visa,,male,51,Rural,No,,,Yes,Level1,1,2,No,
3951,Mrs.,Eryn,E,Alexander,,Gemologist,female,49,Urban,Yes,35273,Bundle,No,,,,Yes,Standard
3955,Ms.,Kayleigh,N,Iqbal,AMEX,,female,51,Rural,Yes,14558,Single,Yes,Level1,0,2,No,
3968,Mr.,Nikodem,E,Johnston,,Property disposal specialist,male,48,Rural,Yes,18847,Single,Yes,Level2,1,2,No,
3973,Mr.,Anton,T,Hay,AMEX,Talking-books clerk,male,47,Urban,Yes,35508,Single,Yes,Level2,1,3,Yes,Business
3976,Mr.,Taylor,Z,Webster,,Yardmaster,male,47,Urban,Yes,36789,Single,Yes,Level2,1,3,No,
3987,Mr.,Callum,K,Lee,Visa,,male,49,Urban,Yes,36276,Single,Yes,Level2,0,2,Yes,Standard
3988,Ms.,Kerris,N,Reid,AMEX,Head hunter,female,45,Rural,Yes,10493,Single,Yes,Level2,0,2,Yes,Business
3997,Mr.,Ellis,L,Walton,AMEX,,male,48,Rural,Yes,15915,Single,Yes,Level2,1,3,No,
4001,Mrs.,Nicole,J,Howe,Visa,,female,52,Rural,Yes,12981,Single,No,,,,No,
4007,Ms.,Samantha,N,Murray,Visa,Record clerk,female,45,Urban,Yes,29196,Single,No,,,,No,
4015,Mrs.,Arianna,H,Jones,Visa,,female,44,Rural,Yes,31282,Single,No,,,,Yes,Standard
4018,Mrs.,Bethany,R,Grant,Visa,,female,44,Urban,Yes,29344,Single,Yes,Level2,0,2,No,
4026,Ms.,Ruby,E,Peacock,Visa,Electrical and electronics installer,female,48,Rural,Yes,10954,Single,Yes,Level2,1,2,No,
4027,Mr.,Jaiden,K,Hunter,,,male,19,Urban,Yes,5233,Bundle,No,,,,Yes,Premium
4033,Mrs.,Louise,D,Fraser,Visa,Aircraft electronics specialist,female,21,Urban,Yes,24335,Bundle,No,,,,Yes,Standard
4035,Mr.,Owen,A,Rahman,,,male,22,Urban,No,,,Yes,Level1,2,0,No,
4037,Ms.,Katherine,S,Walton,,,female,48,Rural,No,,,Yes,Level1,0,3,No,
4039,Mr.,Blair,A,Findlay,AMEX,,male,62,Urban,Yes,23412,Single,Yes,Level3,1,0,No,
4042,Mrs.,Nadia,B,Mackay,Visa,Personal chef,female,56,Urban,Yes,15522,Single,Yes,Level2,1,3,No,
4048,Ms.,Tegan,N,Thompson,Visa,,female,44,Rural,Yes,16735,Single,Yes,Level2,1,2,Yes,Standard
4060,Mr.,Cyrus,A,MacDonald,Visa,,male,60,Rural,Yes,22583,Single,Yes,Level1,0,0,Yes,Senior
4063,Mr.,Scott,A,Vaughan,AMEX,Chiropractor,male,51,Rural,Yes,15020,Single,Yes,Level1,1,3,No,
4071,Mrs.,Morgan,M,Patel,Visa,,female,19,Urban,Yes,21244,Bundle,No,,,,Yes,Backpacker
4072,Ms.,Laura,C,Dickson,AMEX,Community dietitian,female,50,Rural,Yes,16028,Single,No,,,,No,
4080,Mr.,Caelan,S,Brown,AMEX,Personnel director,male,18,Rural,Yes,4997,Bundle,No,,,,Yes,Backpacker
4081,Ms.,Millie,R,Hardy,AMEX,Critical care nurse,female,21,Urban,Yes,26931,Bundle,Yes,Level1,0,0,Yes,Premium
4090,Mr.,Mason,B,Bolton,AMEX,Window clerk,male,43,Urban,Yes,29697,Single,Yes,Level2,1,2,Yes,Business
4091,Mr.,Francis,S,Duncan,AMEX,,male,52,Rural,Yes,12796,Bundle,Yes,Level3,1,3,No,
4094,Mr.,Jude,S,Moran,,Metal-refining furnace tender,male,45,Urban,Yes,38464,Single,Yes,Level1,2,3,No,
4097,Mrs.,Ava,H,Ritchie,,Junior high school teacher,female,51,Urban,Yes,33539,Single,No,,,,Yes,Business
4098,Mr.,Kacper,S,Hughes,AMEX,Cutting and slicing machine tender,male,44,Rural,Yes,30435,Single,Yes,Level3,1,3,Yes,Standard
4112,Mrs.,Tia,B,Metcalfe,AMEX,,female,51,Rural,Yes,16043,Single,No,,,,No,
4117,Mr.,Ryan,A,Griffin,AMEX,,male,44,Rural,Yes,35305,Single,Yes,Level2,2,2,No,
4131,Dr.,Kelsie,S,Murray,,Translator,female,23,Rural,Yes,19438,Bundle,No,,,,Yes,Standard
4138,Ms.,Olivia,A,Stewart,,Transportation inspector,female,20,Urban,No,,,Yes,Level2,0,0,Yes,Premium
4144,Mr.,Chris,L,Cameron,AMEX,Ordnance handling expert,male,50,Rural,Yes,15591,Bundle,No,,,,No,
4145,Mrs.,Lucy,A,Ross,Visa,,female,52,Urban,Yes,34936,Single,Yes,Level2,1,2,No,
4158,Mr.,Aden,M,Boyle,,Shoe and leather repairer,male,41,Urban,No,,,Yes,Level2,1,3,Yes,Standard
4160,Mrs.,Lea,M,Munro,,Writer,female,18,Urban,Yes,4769,Bundle,No,,,,No,
4165,Ms.,Tilly,H,Garner,Visa,,female,47,Urban,Yes,29216,Single,No,,,,No,
4168,Dr.,Kieran,L,Peacock,,Office clerk,male,18,Rural,Yes,19844,Bundle,No,,,,Yes,Standard
4169,Mr.,Jamie,A,Holmes,Visa,,male,52,Urban,Yes,41175,Single,Yes,Level2,2,2,Yes,Premium
4171,Mr.,Jude,T,Bell,AMEX,Control room trainee,male,18,Urban,Yes,29221,Bundle,No,,,,Yes,Business
4177,Ms.,Sadie,B,Jones,Visa,,female,51,Urban,Yes,12393,Bundle,No,,,,No,
4178,Mr.,James,M,McDonald,AMEX,Keeper,male,54,Urban,No,,,No,,,,No,
4182,Mr.,Preston,K,Thomson,AMEX,,male,69,Rural,No,,,Yes,Level3,1,0,No,
4185,Mr.,Archie,M,Robertson,AMEX,Employee benefits specialist,male,18,Rural,Yes,23265,Single,Yes,Level1,0,0,Yes,Business
4188,Ms.,Libby,K,Burgess,AMEX,Hydrographic surveyor,female,49,Rural,Yes,18691,Single,Yes,Level2,0,2,Yes,Business
4193,Ms.,Naomi,R,Knowles,AMEX,Roof bolter,female,22,Urban,Yes,5118,Bundle,No,,,,No,
4196,Ms.,Louise,D,Short,Visa,,female,51,Rural,Yes,15111,Single,No,,,,No,
4198,Mrs.,Melanie,E,Robertson,AMEX,Refuge manager,female,51,Urban,Yes,35299,Single,No,,,,Yes,Business
4207,Ms.,Mollie,J,Buckley,,Education and training manager,female,44,Urban,Yes,27918,Single,Yes,Level1,1,2,Yes,Business
4211,Mr.,Finley,J,Perkins,AMEX,,male,47,Rural,Yes,16078,Single,Yes,Level1,1,2,No,
4212,Mr.,Noah,L,Bishop,Visa,,male,19,Rural,Yes,23767,Single,No,,,,Yes,Premium
4213,Mrs.,Maya,S,Hurst,Visa,Street vendor,female,44,Rural,Yes,14341,Single,Yes,Level2,1,3,No,
4214,Mr.,Dominic,A,Rogers,Visa,Charter bus driver,male,19,Urban,No,,,No,,,,No,
4215,Mr.,Kai,C,Godfrey,Visa,Data entry worker,male,50,Urban,Yes,34114,Single,Yes,Level2,1,2,Yes,Backpacker
4219,Mrs.,Skye,K,Hicks,AMEX,Microbiology technologist,female,71,Urban,Yes,29782,Single,Yes,Level2,0,0,Yes,Business
4222,Ms.,Abi,S,Walker,Visa,Department manager,female,43,Urban,Yes,41704,Single,Yes,Level3,0,3,Yes,Premium
4224,Mr.,Luca,E,Miah,Visa,Hairstylist,male,55,Rural,Yes,15871,Single,Yes,Level2,1,2,No,
4232,Ms.,Isabella,C,Holt,Visa,,female,42,Rural,Yes,12538,Single,Yes,Level2,2,2,No,
4233,Mr.,Oscar,A,Archer,,Excavating operator,male,21,Urban,Yes,25727,Single,Yes,Level1,0,0,Yes,Standard
4245,Ms.,Gracie,M,McKenzie,Visa,Public safety dispatcher,female,51,Rural,No,,,Yes,Level1,1,2,No,
4252,Mr.,Lee,M,Marshall,Visa,,male,50,Urban,Yes,40538,Single,No,,,,Yes,Business
4254,Mr.,Max,H,Bibi,Visa,,male,50,Rural,Yes,16677,Single,Yes,Level3,1,2,Yes,Standard
4256,Mr.,Declan,A,Walsh,Visa,,male,46,Rural,Yes,35036,Single,Yes,Level2,1,2,No,
4257,Mr.,Leon,E,Lambert,AMEX,,male,41,Rural,Yes,34378,Single,Yes,Level3,0,2,Yes,Business
4261,Ms.,Morgan,I,Mistry,AMEX,,female,50,Rural,Yes,33158,Single,Yes,Level3,0,3,Yes,Premium
4262,Mr.,Dennis,K,Findlay,Visa,Central office operator,male,46,Urban,Yes,36064,Single,Yes,Level3,1,2,Yes,Premium
4268,Mrs.,Mairi,M,Allan,Visa,,female,71,Rural,Yes,27951,Bundle,Yes,Level3,1,0,Yes,Senior
4276,Mrs.,Bethany,J,Craig,Visa,Bartender,female,23,Urban,Yes,26978,Bundle,No,,,,Yes,Business
4282,Mr.,Cillian,E,Walker,,,male,71,Urban,No,,,Yes,Level3,2,0,Yes,Senior
4285,Mr.,Calvin,M,Wood,Visa,Public health social worker,male,20,Urban,Yes,5067,Bundle,No,,,,Yes,Backpacker
4287,Mr.,Kai,E,Fry,Visa,Camera repairer,male,47,Urban,Yes,34872,Single,Yes,Level1,0,3,No,
4290,Ms.,Zofia,M,McIntyre,AMEX,,female,52,Rural,Yes,18779,Single,Yes,Level2,0,3,No,
